User ID,name,email,Dept,System1,Department,Cube
VH07X5DS49V168AHN,Nicholas Moore,paulroberts@example.net,GOOG,SGX,Google,
3G1UYMDM3AWRFCXAL,Lori Figueroa,richardmora@example.org,GOOG,KLSE,Google,
3G1UYMDM3AWRFCXAL,Lori Figueroa,richardmora@example.org,GOOG,NASDAQ,Google,
3G1UYMDM3AWRFCXAL,Lori Figueroa,richardmora@example.org,GOOG,NYSE,Google,
3G1UYMDM3AWRFCXAL,Lori Figueroa,richardmora@example.org,GOOG,SGX,Google,
LEPFBADR1G41B83L2,William Spencer,apatterson@example.net,GOOG,KLSE,Google,
LEPFBADR1G41B83L2,William Spencer,apatterson@example.net,GOOG,NASDAQ,Google,
LEPFBADR1G41B83L2,William Spencer,apatterson@example.net,GOOG,NYSE,Google,
LEPFBADR1G41B83L2,William Spencer,apatterson@example.net,GOOG,SGX,Google,
LEPFBADR1G41B83L2,William Spencer,apatterson@example.net,GOOG,HKEX,Google,
LEPFBADR1G41B83L2,William Spencer,apatterson@example.net,GOOG,LSE,Google,
LEPFBADR1G41B83L2,William Spencer,apatterson@example.net,GOOG,TSE,Google,
YES53CXG0Y6CCTK65,Martin Salazar,vray@example.com,GOOG,KLSE,Google,
YES53CXG0Y6CCTK65,Martin Salazar,vray@example.com,GOOG,NASDAQ,Google,
YES53CXG0Y6CCTK65,Martin Salazar,vray@example.com,GOOG,NYSE,Google,
YES53CXG0Y6CCTK65,Martin Salazar,vray@example.com,GOOG,SGX,Google,
YES53CXG0Y6CCTK65,Martin Salazar,vray@example.com,GOOG,HKEX,Google,
DM47D0N45WDNKEYP8,Brandon Gilmore,gibsonnicole@example.com,GOOG,KLSE,Google,
EDPKVLTR1SCPVGUGX,Joshua Johnson,mjohnson@example.net,GOOG,KLSE,Google,
EDPKVLTR1SCPVGUGX,Joshua Johnson,mjohnson@example.net,GOOG,NASDAQ,Google,
EDPKVLTR1SCPVGUGX,Joshua Johnson,mjohnson@example.net,GOOG,NYSE,Google,
EDPKVLTR1SCPVGUGX,Joshua Johnson,mjohnson@example.net,GOOG,SGX,Google,
EDPKVLTR1SCPVGUGX,Joshua Johnson,mjohnson@example.net,GOOG,HKEX,Google,
EDPKVLTR1SCPVGUGX,Joshua Johnson,mjohnson@example.net,GOOG,LSE,Google,
JJ1HDW7D2HBAXHSAL,Jeffrey Edwards,kevin45@example.net,GOOG,KLSE,Google,
JJ1HDW7D2HBAXHSAL,Jeffrey Edwards,kevin45@example.net,GOOG,NASDAQ,Google,
JJ1HDW7D2HBAXHSAL,Jeffrey Edwards,kevin45@example.net,GOOG,NYSE,Google,
JJ1HDW7D2HBAXHSAL,Jeffrey Edwards,kevin45@example.net,GOOG,SGX,Google,
JJ1HDW7D2HBAXHSAL,Jeffrey Edwards,kevin45@example.net,GOOG,HKEX,Google,
JJ1HDW7D2HBAXHSAL,Jeffrey Edwards,kevin45@example.net,GOOG,LSE,Google,
MP0D65ZW6797AE6CA,Phillip Edwards,michael30@example.org,GOOG,KLSE,Google,
66RCDJ347PC73LYDV,Heather Murray,nicholas99@example.org,GOOG,KLSE,Google,
XN4PUYXS8BJ525HX9,Richard Hicks,jonesjoshua@example.net,GOOG,KLSE,Google,
XN4PUYXS8BJ525HX9,Richard Hicks,jonesjoshua@example.net,GOOG,NASDAQ,Google,
XN4PUYXS8BJ525HX9,Richard Hicks,jonesjoshua@example.net,GOOG,NYSE,Google,
XN4PUYXS8BJ525HX9,Richard Hicks,jonesjoshua@example.net,GOOG,SGX,Google,
XN4PUYXS8BJ525HX9,Richard Hicks,jonesjoshua@example.net,GOOG,HKEX,Google,
EWBZM6YV67W33MXY9,Christopher Bruce,sarahouston@example.org,GOOG,KLSE,Google,
EWBZM6YV67W33MXY9,Christopher Bruce,sarahouston@example.org,GOOG,NASDAQ,Google,
EWBZM6YV67W33MXY9,Christopher Bruce,sarahouston@example.org,GOOG,NYSE,Google,
EWBZM6YV67W33MXY9,Christopher Bruce,sarahouston@example.org,GOOG,SGX,Google,
EWBZM6YV67W33MXY9,Christopher Bruce,sarahouston@example.org,GOOG,HKEX,Google,
EWBZM6YV67W33MXY9,Christopher Bruce,sarahouston@example.org,GOOG,LSE,Google,
EWBZM6YV67W33MXY9,Christopher Bruce,sarahouston@example.org,GOOG,TSE,Google,
EWBZM6YV67W33MXY9,Christopher Bruce,sarahouston@example.org,GOOG,SSE,Google,
EWBZM6YV67W33MXY9,Christopher Bruce,sarahouston@example.org,GOOG,BSE,Google,
34CK7PCPX159V6PLX,Timothy Dunlap,rbaker@example.com,GOOG,KLSE,Google,
34CK7PCPX159V6PLX,Timothy Dunlap,rbaker@example.com,GOOG,NASDAQ,Google,
34CK7PCPX159V6PLX,Timothy Dunlap,rbaker@example.com,GOOG,NYSE,Google,
34CK7PCPX159V6PLX,Timothy Dunlap,rbaker@example.com,GOOG,SGX,Google,
34CK7PCPX159V6PLX,Timothy Dunlap,rbaker@example.com,GOOG,HKEX,Google,
M51TFLVN8KVTDNUDF,Debra Berg,thomas42@example.org,GOOG,KLSE,Google,
M51TFLVN8KVTDNUDF,Debra Berg,thomas42@example.org,GOOG,NASDAQ,Google,
M51TFLVN8KVTDNUDF,Debra Berg,thomas42@example.org,GOOG,NYSE,Google,
M51TFLVN8KVTDNUDF,Debra Berg,thomas42@example.org,GOOG,SGX,Google,
M51TFLVN8KVTDNUDF,Debra Berg,thomas42@example.org,GOOG,HKEX,Google,
M51TFLVN8KVTDNUDF,Debra Berg,thomas42@example.org,GOOG,LSE,Google,
CHGZSPRZ5PWC0MNX7,Jennifer Sandoval,halljason@example.net,GOOG,KLSE,Google,
CHGZSPRZ5PWC0MNX7,Jennifer Sandoval,halljason@example.net,GOOG,NASDAQ,Google,
CHGZSPRZ5PWC0MNX7,Jennifer Sandoval,halljason@example.net,GOOG,NYSE,Google,
CHGZSPRZ5PWC0MNX7,Jennifer Sandoval,halljason@example.net,GOOG,SGX,Google,
CHGZSPRZ5PWC0MNX7,Jennifer Sandoval,halljason@example.net,GOOG,HKEX,Google,
CHGZSPRZ5PWC0MNX7,Jennifer Sandoval,halljason@example.net,GOOG,LSE,Google,
CHGZSPRZ5PWC0MNX7,Jennifer Sandoval,halljason@example.net,GOOG,TSE,Google,
CHGZSPRZ5PWC0MNX7,Jennifer Sandoval,halljason@example.net,GOOG,SSE,Google,
CHGZSPRZ5PWC0MNX7,Jennifer Sandoval,halljason@example.net,GOOG,BSE,Google,
L3UR5ZAF6EEFPVSLW,Jessica Evans,cassandrasanders@example.org,GOOG,KLSE,Google,
L3UR5ZAF6EEFPVSLW,Jessica Evans,cassandrasanders@example.org,GOOG,NASDAQ,Google,
L3UR5ZAF6EEFPVSLW,Jessica Evans,cassandrasanders@example.org,GOOG,NYSE,Google,
L3UR5ZAF6EEFPVSLW,Jessica Evans,cassandrasanders@example.org,GOOG,SGX,Google,
L3UR5ZAF6EEFPVSLW,Jessica Evans,cassandrasanders@example.org,GOOG,HKEX,Google,
L3UR5ZAF6EEFPVSLW,Jessica Evans,cassandrasanders@example.org,GOOG,LSE,Google,
L3UR5ZAF6EEFPVSLW,Jessica Evans,cassandrasanders@example.org,GOOG,TSE,Google,
L3UR5ZAF6EEFPVSLW,Jessica Evans,cassandrasanders@example.org,GOOG,SSE,Google,
L3UR5ZAF6EEFPVSLW,Jessica Evans,cassandrasanders@example.org,GOOG,BSE,Google,
A65SW3N62Z1JPTHT0,Crystal Hopkins,jacob46@example.net,GOOG,KLSE,Google,
1SLAT9W11SX6MES83,Melanie Williams,yblack@example.org,GOOG,KLSE,Google,
1SLAT9W11SX6MES83,Melanie Williams,yblack@example.org,GOOG,NASDAQ,Google,
1SLAT9W11SX6MES83,Melanie Williams,yblack@example.org,GOOG,NYSE,Google,
1SLAT9W11SX6MES83,Melanie Williams,yblack@example.org,GOOG,SGX,Google,
1SLAT9W11SX6MES83,Melanie Williams,yblack@example.org,GOOG,HKEX,Google,
1SLAT9W11SX6MES83,Melanie Williams,yblack@example.org,GOOG,LSE,Google,
1SLAT9W11SX6MES83,Melanie Williams,yblack@example.org,GOOG,TSE,Google,
KZDPS6111MPGU1X85,Amanda Joyce,gdougherty@example.com,GOOG,KLSE,Google,
KZDPS6111MPGU1X85,Amanda Joyce,gdougherty@example.com,GOOG,NASDAQ,Google,
1G2Y80K80ZN8M51XU,Heather Manning,deborah38@example.com,AAPL,KLSE,Apple,
39S6S6TD0AEJVJYDY,Robert Watkins,megan28@example.com,AAPL,KLSE,Apple,
39S6S6TD0AEJVJYDY,Robert Watkins,megan28@example.com,AAPL,NASDAQ,Apple,
39S6S6TD0AEJVJYDY,Robert Watkins,megan28@example.com,AAPL,NYSE,Apple,
39S6S6TD0AEJVJYDY,Robert Watkins,megan28@example.com,AAPL,SGX,Apple,
39S6S6TD0AEJVJYDY,Robert Watkins,megan28@example.com,AAPL,HKEX,Apple,
39S6S6TD0AEJVJYDY,Robert Watkins,megan28@example.com,AAPL,LSE,Apple,
S90DRKWA7G5W7C5GD,Mary Dorsey,burnsbonnie@example.net,AAPL,KLSE,Apple,
S90DRKWA7G5W7C5GD,Mary Dorsey,burnsbonnie@example.net,AAPL,NASDAQ,Apple,
H7TA6BDR8ZS0NK6ND,Amber Tapia,obarajas@example.org,AAPL,KLSE,Apple,
H7TA6BDR8ZS0NK6ND,Amber Tapia,obarajas@example.org,AAPL,NASDAQ,Apple,
H7TA6BDR8ZS0NK6ND,Amber Tapia,obarajas@example.org,AAPL,NYSE,Apple,
H7TA6BDR8ZS0NK6ND,Amber Tapia,obarajas@example.org,AAPL,SGX,Apple,
H7TA6BDR8ZS0NK6ND,Amber Tapia,obarajas@example.org,AAPL,HKEX,Apple,
H7TA6BDR8ZS0NK6ND,Amber Tapia,obarajas@example.org,AAPL,LSE,Apple,
H7TA6BDR8ZS0NK6ND,Amber Tapia,obarajas@example.org,AAPL,TSE,Apple,
H7TA6BDR8ZS0NK6ND,Amber Tapia,obarajas@example.org,AAPL,SSE,Apple,
KDUKPM502GLHXG7RC,Jessica Knapp,ccampbell@example.net,AAPL,KLSE,Apple,
KDUKPM502GLHXG7RC,Jessica Knapp,ccampbell@example.net,AAPL,NASDAQ,Apple,
KDUKPM502GLHXG7RC,Jessica Knapp,ccampbell@example.net,AAPL,NYSE,Apple,
KDUKPM502GLHXG7RC,Jessica Knapp,ccampbell@example.net,AAPL,SGX,Apple,
KDUKPM502GLHXG7RC,Jessica Knapp,ccampbell@example.net,AAPL,HKEX,Apple,
KDUKPM502GLHXG7RC,Jessica Knapp,ccampbell@example.net,AAPL,LSE,Apple,
R31P76VR2F5N3X1E8,William Robinson,websterdavid@example.com,AAPL,KLSE,Apple,
R31P76VR2F5N3X1E8,William Robinson,websterdavid@example.com,AAPL,NASDAQ,Apple,
R31P76VR2F5N3X1E8,William Robinson,websterdavid@example.com,AAPL,NYSE,Apple,
R31P76VR2F5N3X1E8,William Robinson,websterdavid@example.com,AAPL,SGX,Apple,
R31P76VR2F5N3X1E8,William Robinson,websterdavid@example.com,AAPL,HKEX,Apple,
R31P76VR2F5N3X1E8,William Robinson,websterdavid@example.com,AAPL,LSE,Apple,
R31P76VR2F5N3X1E8,William Robinson,websterdavid@example.com,AAPL,TSE,Apple,
R31P76VR2F5N3X1E8,William Robinson,websterdavid@example.com,AAPL,SSE,Apple,
R31P76VR2F5N3X1E8,William Robinson,websterdavid@example.com,AAPL,BSE,Apple,
USWG8PG424N733N43,Anne Diaz,philipevans@example.org,AAPL,KLSE,Apple,
RH8D7JAX1MSR8P4YX,Alexis Martin,caitlin48@example.org,AAPL,KLSE,Apple,
RH8D7JAX1MSR8P4YX,Alexis Martin,caitlin48@example.org,AAPL,NASDAQ,Apple,
RH8D7JAX1MSR8P4YX,Alexis Martin,caitlin48@example.org,AAPL,NYSE,Apple,
RH8D7JAX1MSR8P4YX,Alexis Martin,caitlin48@example.org,AAPL,SGX,Apple,
RH8D7JAX1MSR8P4YX,Alexis Martin,caitlin48@example.org,AAPL,HKEX,Apple,
BRUX4DUG52C7JE0LB,Joshua Mcgrath,eburch@example.org,AAPL,KLSE,Apple,
WRZZDUR66UZWVB0DH,Michael Perez,joshua36@example.net,AAPL,KLSE,Apple,
WRZZDUR66UZWVB0DH,Michael Perez,joshua36@example.net,AAPL,NASDAQ,Apple,
WRZZDUR66UZWVB0DH,Michael Perez,joshua36@example.net,AAPL,NYSE,Apple,
WRZZDUR66UZWVB0DH,Michael Perez,joshua36@example.net,AAPL,SGX,Apple,
WRZZDUR66UZWVB0DH,Michael Perez,joshua36@example.net,AAPL,HKEX,Apple,
WRZZDUR66UZWVB0DH,Michael Perez,joshua36@example.net,AAPL,LSE,Apple,
WRZZDUR66UZWVB0DH,Michael Perez,joshua36@example.net,AAPL,TSE,Apple,
WRZZDUR66UZWVB0DH,Michael Perez,joshua36@example.net,AAPL,SSE,Apple,
WRZZDUR66UZWVB0DH,Michael Perez,joshua36@example.net,AAPL,BSE,Apple,
DR618L2Z05NGC77Y9,Edward George,rbarnes@example.net,AAPL,KLSE,Apple,
DR618L2Z05NGC77Y9,Edward George,rbarnes@example.net,AAPL,NASDAQ,Apple,
DR618L2Z05NGC77Y9,Edward George,rbarnes@example.net,AAPL,NYSE,Apple,
DR618L2Z05NGC77Y9,Edward George,rbarnes@example.net,AAPL,SGX,Apple,
DR618L2Z05NGC77Y9,Edward George,rbarnes@example.net,AAPL,HKEX,Apple,
DR618L2Z05NGC77Y9,Edward George,rbarnes@example.net,AAPL,LSE,Apple,
DR618L2Z05NGC77Y9,Edward George,rbarnes@example.net,AAPL,TSE,Apple,
DR618L2Z05NGC77Y9,Edward George,rbarnes@example.net,AAPL,SSE,Apple,
0WTC1RX94ZE6YL6XZ,Ashley Arroyo,angelamccoy@example.com,AAPL,KLSE,Apple,
0WTC1RX94ZE6YL6XZ,Ashley Arroyo,angelamccoy@example.com,AAPL,NASDAQ,Apple,
0WTC1RX94ZE6YL6XZ,Ashley Arroyo,angelamccoy@example.com,AAPL,NYSE,Apple,
AURG7K1RXGMNSYLSV,Stephanie Carr,mkramer@example.org,AAPL,KLSE,Apple,
AURG7K1RXGMNSYLSV,Stephanie Carr,mkramer@example.org,AAPL,NASDAQ,Apple,
AURG7K1RXGMNSYLSV,Stephanie Carr,mkramer@example.org,AAPL,NYSE,Apple,
AURG7K1RXGMNSYLSV,Stephanie Carr,mkramer@example.org,AAPL,SGX,Apple,
AURG7K1RXGMNSYLSV,Stephanie Carr,mkramer@example.org,AAPL,HKEX,Apple,
AURG7K1RXGMNSYLSV,Stephanie Carr,mkramer@example.org,AAPL,LSE,Apple,
AURG7K1RXGMNSYLSV,Stephanie Carr,mkramer@example.org,AAPL,TSE,Apple,
AURG7K1RXGMNSYLSV,Stephanie Carr,mkramer@example.org,AAPL,SSE,Apple,
AURG7K1RXGMNSYLSV,Stephanie Carr,mkramer@example.org,AAPL,BSE,Apple,
54EXXYLP2G5YSJMBH,Sonya Stewart,bridgespaul@example.net,AAPL,KLSE,Apple,
54EXXYLP2G5YSJMBH,Sonya Stewart,bridgespaul@example.net,AAPL,NASDAQ,Apple,
54EXXYLP2G5YSJMBH,Sonya Stewart,bridgespaul@example.net,AAPL,NYSE,Apple,
54EXXYLP2G5YSJMBH,Sonya Stewart,bridgespaul@example.net,AAPL,SGX,Apple,
54EXXYLP2G5YSJMBH,Sonya Stewart,bridgespaul@example.net,AAPL,HKEX,Apple,
54EXXYLP2G5YSJMBH,Sonya Stewart,bridgespaul@example.net,AAPL,LSE,Apple,
54EXXYLP2G5YSJMBH,Sonya Stewart,bridgespaul@example.net,AAPL,TSE,Apple,
0DNJW78M083L0E0P7,Lisa Brown,sarahphillips@example.org,AAPL,KLSE,Apple,
0DNJW78M083L0E0P7,Lisa Brown,sarahphillips@example.org,AAPL,NASDAQ,Apple,
